Question_No,Question,Acceptance,isPremium,Difficulty,Question_Link,Solution
190, Reverse Bits,60.20%,FALSE,Easy,https://leetcode.com/problems/reverse-bits/description,https://leetcode.com/problems/reverse-bits/solutions
191, Number of 1 Bits,72.40%,FALSE,Easy,https://leetcode.com/problems/number-of-1-bits/description,https://leetcode.com/problems/number-of-1-bits/solutions
192, Word Frequency,26.00%,FALSE,Medium,https://leetcode.com/problems/word-frequency/description,https://leetcode.com/problems/word-frequency/solutions
193, Valid Phone Numbers,26.30%,FALSE,Easy,https://leetcode.com/problems/valid-phone-numbers/description,https://leetcode.com/problems/valid-phone-numbers/solutions
194, Transpose File,26.80%,FALSE,Medium,https://leetcode.com/problems/transpose-file/description,https://leetcode.com/problems/transpose-file/solutions
195, Tenth Line,33.60%,FALSE,Easy,https://leetcode.com/problems/tenth-line/description,https://leetcode.com/problems/tenth-line/solutions
196, Delete Duplicate Emails,62.90%,FALSE,Easy,https://leetcode.com/problems/delete-duplicate-emails/description,https://leetcode.com/problems/delete-duplicate-emails/solutions
197, Rising Temperature,48.90%,FALSE,Easy,https://leetcode.com/problems/rising-temperature/description,https://leetcode.com/problems/rising-temperature/solutions
198, House Robber,51.50%,FALSE,Medium,https://leetcode.com/problems/house-robber/description,https://leetcode.com/problems/house-robber/solutions
199, Binary Tree Right Side View,63.90%,FALSE,Medium,https://leetcode.com/problems/binary-tree-right-side-view/description,https://leetcode.com/problems/binary-tree-right-side-view/solutions
200, Number of Islands,60.40%,FALSE,Medium,https://leetcode.com/problems/number-of-islands/description,https://leetcode.com/problems/number-of-islands/solutions
201, Bitwise AND of Numbers Range,47.20%,FALSE,Medium,https://leetcode.com/problems/bitwise-and-of-numbers-range/description,https://leetcode.com/problems/bitwise-and-of-numbers-range/solutions
202, Happy Number,56.80%,FALSE,Easy,https://leetcode.com/problems/happy-number/description,https://leetcode.com/problems/happy-number/solutions
203, Remove Linked List Elements,49.90%,FALSE,Easy,https://leetcode.com/problems/remove-linked-list-elements/description,https://leetcode.com/problems/remove-linked-list-elements/solutions
204, Count Primes,34.00%,FALSE,Medium,https://leetcode.com/problems/count-primes/description,https://leetcode.com/problems/count-primes/solutions
205, Isomorphic Strings,45.70%,FALSE,Easy,https://leetcode.com/problems/isomorphic-strings/description,https://leetcode.com/problems/isomorphic-strings/solutions
206, Reverse Linked List,77.60%,FALSE,Easy,https://leetcode.com/problems/reverse-linked-list/description,https://leetcode.com/problems/reverse-linked-list/solutions
207, Course Schedule,47.50%,FALSE,Medium,https://leetcode.com/problems/course-schedule/description,https://leetcode.com/problems/course-schedule/solutions
208, Implement Trie (Prefix Tree),66.30%,FALSE,Medium,https://leetcode.com/problems/implement-trie-(prefix-tree)/description,https://leetcode.com/problems/implement-trie-(prefix-tree)/solutions
209, Minimum Size Subarray Sum,47.90%,FALSE,Medium,https://leetcode.com/problems/minimum-size-subarray-sum/description,https://leetcode.com/problems/minimum-size-subarray-sum/solutions
210, Course Schedule II,51.50%,FALSE,Medium,https://leetcode.com/problems/course-schedule-ii/description,https://leetcode.com/problems/course-schedule-ii/solutions
211, Design Add and Search Words Data Structure,45.90%,FALSE,Medium,https://leetcode.com/problems/design-add-and-search-words-data-structure/description,https://leetcode.com/problems/design-add-and-search-words-data-structure/solutions
212, Word Search II,36.60%,FALSE,Hard,https://leetcode.com/problems/word-search-ii/description,https://leetcode.com/problems/word-search-ii/solutions
213, House Robber II,42.50%,FALSE,Medium,https://leetcode.com/problems/house-robber-ii/description,https://leetcode.com/problems/house-robber-ii/solutions
214, Shortest Palindrome,39.60%,FALSE,Hard,https://leetcode.com/problems/shortest-palindrome/description,https://leetcode.com/problems/shortest-palindrome/solutions
215, Kth Largest Element in an Array,67.10%,FALSE,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array/description,https://leetcode.com/problems/kth-largest-element-in-an-array/solutions
216, Combination Sum III,70.60%,FALSE,Medium,https://leetcode.com/problems/combination-sum-iii/description,https://leetcode.com/problems/combination-sum-iii/solutions
217, Contains Duplicate,62.20%,FALSE,Easy,https://leetcode.com/problems/contains-duplicate/description,https://leetcode.com/problems/contains-duplicate/solutions
218, The Skyline Problem,43.10%,FALSE,Hard,https://leetcode.com/problems/the-skyline-problem/description,https://leetcode.com/problems/the-skyline-problem/solutions
219, Contains Duplicate II,46.50%,FALSE,Easy,https://leetcode.com/problems/contains-duplicate-ii/description,https://leetcode.com/problems/contains-duplicate-ii/solutions
220, Contains Duplicate III,23.00%,FALSE,Hard,https://leetcode.com/problems/contains-duplicate-iii/description,https://leetcode.com/problems/contains-duplicate-iii/solutions
221, Maximal Square,47.30%,FALSE,Medium,https://leetcode.com/problems/maximal-square/description,https://leetcode.com/problems/maximal-square/solutions
222, Count Complete Tree Nodes,67.20%,FALSE,Easy,https://leetcode.com/problems/count-complete-tree-nodes/description,https://leetcode.com/problems/count-complete-tree-nodes/solutions
223, Rectangle Area,46.60%,FALSE,Medium,https://leetcode.com/problems/rectangle-area/description,https://leetcode.com/problems/rectangle-area/solutions
224, Basic Calculator,43.90%,FALSE,Hard,https://leetcode.com/problems/basic-calculator/description,https://leetcode.com/problems/basic-calculator/solutions
225, Implement Stack using Queues,65.20%,FALSE,Easy,https://leetcode.com/problems/implement-stack-using-queues/description,https://leetcode.com/problems/implement-stack-using-queues/solutions
226, Invert Binary Tree,77.80%,FALSE,Easy,https://leetcode.com/problems/invert-binary-tree/description,https://leetcode.com/problems/invert-binary-tree/solutions
227, Basic Calculator II,44.20%,FALSE,Medium,https://leetcode.com/problems/basic-calculator-ii/description,https://leetcode.com/problems/basic-calculator-ii/solutions
228, Summary Ranges,51.60%,FALSE,Easy,https://leetcode.com/problems/summary-ranges/description,https://leetcode.com/problems/summary-ranges/solutions
229, Majority Element II,52.60%,FALSE,Medium,https://leetcode.com/problems/majority-element-ii/description,https://leetcode.com/problems/majority-element-ii/solutions
230, Kth Smallest Element in a BST,73.70%,FALSE,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-bst/description,https://leetcode.com/problems/kth-smallest-element-in-a-bst/solutions
231, Power of Two,48.00%,FALSE,Easy,https://leetcode.com/problems/power-of-two/description,https://leetcode.com/problems/power-of-two/solutions
232, Implement Queue using Stacks,67.00%,FALSE,Easy,https://leetcode.com/problems/implement-queue-using-stacks/description,https://leetcode.com/problems/implement-queue-using-stacks/solutions
233, Number of Digit One,34.90%,FALSE,Hard,https://leetcode.com/problems/number-of-digit-one/description,https://leetcode.com/problems/number-of-digit-one/solutions
234, Palindrome Linked List,54.10%,FALSE,Easy,https://leetcode.com/problems/palindrome-linked-list/description,https://leetcode.com/problems/palindrome-linked-list/solutions
235, Lowest Common Ancestor of a Binary Search Tree,66.10%,FALSE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/solutions
236, Lowest Common Ancestor of a Binary Tree,63.90%,FALSE,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/solutions
237, Delete Node in a Linked List,80.80%,FALSE,Medium,https://leetcode.com/problems/delete-node-in-a-linked-list/description,https://leetcode.com/problems/delete-node-in-a-linked-list/solutions
238, Product of Array Except Self,66.70%,FALSE,Medium,https://leetcode.com/problems/product-of-array-except-self/description,https://leetcode.com/problems/product-of-array-except-self/solutions
239, Sliding Window Maximum,46.80%,FALSE,Hard,https://leetcode.com/problems/sliding-window-maximum/description,https://leetcode.com/problems/sliding-window-maximum/solutions
240, Search a 2D Matrix II,53.50%,FALSE,Medium,https://leetcode.com/problems/search-a-2d-matrix-ii/description,https://leetcode.com/problems/search-a-2d-matrix-ii/solutions
241, Different Ways to Add Parentheses,71.50%,FALSE,Medium,https://leetcode.com/problems/different-ways-to-add-parentheses/description,https://leetcode.com/problems/different-ways-to-add-parentheses/solutions
242, Valid Anagram,65.30%,FALSE,Easy,https://leetcode.com/problems/valid-anagram/description,https://leetcode.com/problems/valid-anagram/solutions
243, Shortest Word Distance,65.50%,TRUE,Easy,https://leetcode.com/problems/shortest-word-distance/description,https://leetcode.com/problems/shortest-word-distance/solutions
244, Shortest Word Distance II,61.40%,TRUE,Medium,https://leetcode.com/problems/shortest-word-distance-ii/description,https://leetcode.com/problems/shortest-word-distance-ii/solutions
245, Shortest Word Distance III,58.60%,TRUE,Medium,https://leetcode.com/problems/shortest-word-distance-iii/description,https://leetcode.com/problems/shortest-word-distance-iii/solutions
246, Strobogrammatic Number,47.70%,TRUE,Easy,https://leetcode.com/problems/strobogrammatic-number/description,https://leetcode.com/problems/strobogrammatic-number/solutions
247, Strobogrammatic Number II,52.60%,TRUE,Medium,https://leetcode.com/problems/strobogrammatic-number-ii/description,https://leetcode.com/problems/strobogrammatic-number-ii/solutions
248, Strobogrammatic Number III,42.20%,TRUE,Hard,https://leetcode.com/problems/strobogrammatic-number-iii/description,https://leetcode.com/problems/strobogrammatic-number-iii/solutions
249, Group Shifted Strings,66.10%,TRUE,Medium,https://leetcode.com/problems/group-shifted-strings/description,https://leetcode.com/problems/group-shifted-strings/solutions
250, Count Univalue Subtrees,56.70%,TRUE,Medium,https://leetcode.com/problems/count-univalue-subtrees/description,https://leetcode.com/problems/count-univalue-subtrees/solutions
251, Flatten 2D Vector,49.70%,TRUE,Medium,https://leetcode.com/problems/flatten-2d-vector/description,https://leetcode.com/problems/flatten-2d-vector/solutions
252, Meeting Rooms,58.40%,TRUE,Easy,https://leetcode.com/problems/meeting-rooms/description,https://leetcode.com/problems/meeting-rooms/solutions
253, Meeting Rooms II,51.50%,TRUE,Medium,https://leetcode.com/problems/meeting-rooms-ii/description,https://leetcode.com/problems/meeting-rooms-ii/solutions
254, Factor Combinations,49.80%,TRUE,Medium,https://leetcode.com/problems/factor-combinations/description,https://leetcode.com/problems/factor-combinations/solutions
255, Verify Preorder Sequence in Binary Search Tree,50.20%,TRUE,Medium,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/description,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/solutions
256, Paint House,62.90%,TRUE,Medium,https://leetcode.com/problems/paint-house/description,https://leetcode.com/problems/paint-house/solutions
257, Binary Tree Paths,64.70%,FALSE,Easy,https://leetcode.com/problems/binary-tree-paths/description,https://leetcode.com/problems/binary-tree-paths/solutions
258, Add Digits,67.10%,FALSE,Easy,https://leetcode.com/problems/add-digits/description,https://leetcode.com/problems/add-digits/solutions
259, 3Sum Smaller,50.90%,TRUE,Medium,https://leetcode.com/problems/3sum-smaller/description,https://leetcode.com/problems/3sum-smaller/solutions
260, Single Number III,70.80%,FALSE,Medium,https://leetcode.com/problems/single-number-iii/description,https://leetcode.com/problems/single-number-iii/solutions
261, Graph Valid Tree,48.50%,TRUE,Medium,https://leetcode.com/problems/graph-valid-tree/description,https://leetcode.com/problems/graph-valid-tree/solutions
262, Trips and Users,36.60%,FALSE,Hard,https://leetcode.com/problems/trips-and-users/description,https://leetcode.com/problems/trips-and-users/solutions
263, Ugly Number,42.20%,FALSE,Easy,https://leetcode.com/problems/ugly-number/description,https://leetcode.com/problems/ugly-number/solutions
264, Ugly Number II,49.10%,FALSE,Medium,https://leetcode.com/problems/ugly-number-ii/description,https://leetcode.com/problems/ugly-number-ii/solutions
265, Paint House II,55.10%,TRUE,Hard,https://leetcode.com/problems/paint-house-ii/description,https://leetcode.com/problems/paint-house-ii/solutions
266, Palindrome Permutation,67.70%,TRUE,Easy,https://leetcode.com/problems/palindrome-permutation/description,https://leetcode.com/problems/palindrome-permutation/solutions
267, Palindrome Permutation II,41.90%,TRUE,Medium,https://leetcode.com/problems/palindrome-permutation-ii/description,https://leetcode.com/problems/palindrome-permutation-ii/solutions
268, Missing Number,68.10%,FALSE,Easy,https://leetcode.com/problems/missing-number/description,https://leetcode.com/problems/missing-number/solutions
